ID,ETA
0BMO8WFV,814.7661078926346
0BNLXS2Z,622.6466732639439
0BWN88JF,909.1220961004917
0BWOCKC6,368.7374102176584
0BXQ02WU,508.6373435222588
0BY9S4ZK,1615.015924444334
0BYGZF96,619.887388061542
0C071KTQ,1111.133540859733
0C70YT2B,1361.0062685601351
0C7RB75M,1556.105870497834
0C9CRMMJ,1376.5127139186945
0CDEFI9H,907.1783147537726
0CDHW765,1141.7340516807858
0CE9D959,1242.4481266029316
0CI4SI4U,973.5450929302309
0CN48HQE,737.3904951659579
0CNGE3KT,679.4728511227569
0CO2AVXL,1179.6150961434087
0CO7XZEU,887.3045239896993
0CQJT8N0,829.641349719562
0CVYNVXH,919.8037249691567
0CW8KLZU,475.72247894556244
0CXUE2HD,697.5188947114302
0D1HOPK2,610.7593143403653
0D64D88H,995.1336601936214
0D9F0TD9,694.2886935239487
0D9IZIFT,1117.7958225510868
0DC8TSA5,623.9584583489177
0DD04BRF,633.0836736561407
0DG888MU,1695.6065285023333
0DI3QBKT,624.8627035709828
0DI3T6U5,1446.8718433396252
0DLLL8UH,1620.4921242962264
0DLX021A,796.3949638073314
0DN3JKCJ,1169.5438459792085
0DP7XMAJ,858.7421342261994
0DP8U15E,455.60068245140883
0DRCYM0J,1221.4068180132967
0DRVBBI7,812.2559698409078
0DS2NH54,1196.3183631670975
0DSCUCUN,598.0215503656859
0DTN9JO2,1575.420033186359
0DU6UMNT,711.7386202280056
0DV1RV2Y,1692.1316812434543
0DZQHAHA,405.52556371278376
0DZVAYFE,871.2196087114536
0E4P9CH6,2258.4771173677
0E59LA8R,1790.041872971328
0E5GF7JE,970.8124678775368
0E77FH2A,484.75508051301233
0E9KE981,2428.9718905416485
0EBL7OIP,1147.1530465097935
0ECSCHK8,732.2183848214097
0EGN4TI6,700.3913773414056
0EHZPH02,655.1737932447018
0EOML8AY,1707.2915592429395
0EPMV2PL,1233.2429876749093
0EQQTZFG,2018.5368788955927
0ER2DXIA,910.69868125239
0ER9P8R4,1740.873587576196
0ES79T3E,601.4443150339553
0EU893UQ,481.77064576988244
0EV7KZI8,895.297274451826
0EWDOM3N,438.031998573525
0EWNWWE7,521.2863791729746
0F14JZZL,2877.8381633233776
0F2TIPH4,1574.5379365593737
0F2YAMBK,888.0033129793192
0F31OY9N,819.5055439122431
0F32DM4P,1111.9352227362797
0F39YIXV,865.5448908808787
0F3F2P6N,996.7064960242774
0F3IEGY5,1026.5043641022035
0F4OUTQK,732.7508995603544
0F66FHX6,821.6502508581491
0F7T6NPW,476.53421850743666
0F7Y5KV9,1727.0110510117124
0F81KQKO,1253.2386993344517
0F8G2XIZ,1751.744808439659
0FBL6UER,1538.4627260897269
0FCDKBBW,1476.5140622900162
0FCJHBJ9,2128.003293068383
0FDC4NKA,1930.9331744180902
0FE3S1QC,1066.4114858878056
0FFIUPND,1268.514824194941
0FFMUNDJ,744.9292057345641
0FGG8MU3,1011.1721305927975
0FGUQ7HW,992.6851285300121
0FKAUY51,1314.6070608993148
0FKGDMSG,1218.9787099601963
0FLQCDSY,430.0358683401861
0FLR4GM0,538.7791737908797
0FN1UXFN,752.9695297263363
0FSJ6V50,1747.7973821330195
0FTKGNYG,481.5226221325919
0FTU1MGP,791.3376355618127
0FWU5PWH,2000.9009525800566
0G0DXH8X,926.1535151058229
0G2R5YHH,1392.9480833154078
0G3K45P7,833.697059344485
0G50TMTT,2237.9546331545057
0G7DJZ7Z,1769.7705397106859
0G8WHMFW,948.4278906383322
0GEQHEB4,443.1192326734151
0GEZH5JP,616.6339921736512
0GFCXXW8,818.4004629015456
0GFI9N0O,696.9245426351268
0GGG0VIF,1688.850721033638
0GIQNQAY,1844.1930882315498
0GJ9TY1A,869.4148996973634
0GKVFUX8,1161.2918403828191
0GKX2VG8,1549.707395550392
0GLCFF1E,863.5891419968066
0GM54HVH,655.2828561053416
0GQDEOPT,1273.6812179812955
0GS96NVC,925.7368665470663
0GUMANF3,1639.1255709524592
0GVQ6GDA,1235.182365473048
0GX32ZYK,2482.609166470481
0GZ0NQ1C,1480.421741207824
0GZJUQF5,380.31870363238636
0H0267E2,715.4198992728379
0H05HF9Z,1033.6153016512658
0H0V9PGE,869.2712991948722
0H1JSF93,625.6113016889763
0H2K8H5A,609.7183713035431
0H2M0GPF,1557.944832135322
0H476IVM,1582.4112236153662
0H55X7EW,968.238454814584
0H571I24,1376.7047007456902
0H73Z7V3,1892.802244363121
0H7B3OOA,679.1246993668944
0H7S3SYH,1011.2303681710102
0H8DF8L6,1555.879706433202
0HB5PT8X,596.7169018831166
0HB7X2JF,579.5712727360719
0HCIXYSU,2316.976906892499
0HD9HP9E,555.9555154873367
0HDI2U1Q,756.2343326023102
0HECDM05,1450.5528133911423
0HEL6PGY,779.935175798279
0HF43PYC,1214.5488997680582
0HF5O4OD,419.13509785478504
0HFMMLDA,1241.0112071210835
0HIT4TTP,416.18500532611245
0HJF0URK,420.44224574903706
0HLIVTMS,665.5318143669023
0HLNUPLT,1042.1649497706726
0HLXE3ZI,461.5495384819063
0HMQIYPM,384.71980152672904
0HP4365G,1848.7125781739987
0HPUVRU8,534.6731501416896
0HRHNMC1,627.8151806453877
0HS7X6R3,1359.4591818816652
0HSIBPMO,636.1882733477663
0HUPWY82,503.44230667547345
0HVD5VWB,821.6752888386993
0HWOHRY8,888.6599550601858
0HX8FONP,1598.7404115331335
0HYSNU1Y,1153.0922052084975
0HYZ05WZ,1188.9802741520823
0HZ5MYJI,1142.9140767774343
0I1GMGVC,1485.2237488589124
0I2F3J3O,1176.0910087298107
0I2QHXK3,561.4091444686271
0I6CJP0F,928.411863519786
0I6PT1F1,1326.4173648693468
0I7HN3J7,316.4293380300569
0IB5XMZJ,1162.1599660704283
0IB7COLW,765.263909385658
0ICRYA80,497.47358065074854
0IFFESB6,1568.881434825222
0IFP7ROO,1698.1897210668774
0IG2BR5T,1080.4466610189677
0IG9FW38,569.1368025465903
0IIRYE9Z,401.8792489343973
0IJ2NOPG,1285.8719772358872
0IJA3J1O,768.0734312241347
0IJJP2W3,1944.317065119047
0IK6A7XF,1650.321767361208
0ILOGGJ8,927.8352130506089
0IP99PK0,1073.6554091734856
0IPVBHDD,1582.0786698582763
0ISE3PJ3,651.5032547775188
0ISSSQG7,1101.1472547195867
0IV46QD0,1590.0698699808581
0IVAXTUN,614.4086487679481
0IWSCWLO,791.2742446593575
0IZS3VNH,716.3816012682646
0J0ZCHXP,567.9348714254004
0J3EYUHR,677.9749271074679
0J3KJ2KH,818.8817255944089
0J3L55NC,804.8442308915882
0J3UJKSU,2469.682006487464
0J41THTB,626.3579785995714
0J5AEO2M,1405.9375991733448
0J6E7LY8,536.5032049717353
0J7J4HNN,1067.912887871595
0J7SLEKF,717.1099101145521
0J8MPAV6,584.196690563424
0JACFL3V,2007.1438489549435
0JBFE2PH,1445.6261021528421
0JEP0R2S,747.275863161677
0JG91C9W,1620.466067171898
0JGK1LQK,1169.8494144555307
0JJXUGLY,1738.158889927887
0JK4DKKE,1754.0548986362483
0JNDEHDI,1624.4539351299336
0JQ1M3AS,1614.1157079513746
0JROFAWV,898.4141700107713
0JSE3S33,1701.3655884270268
0JURW1M2,1149.8556829152972
0JVCZVZZ,717.4368897550686
0JW5IRCD,588.0509603926967
0JX5IMZC,751.8651507030535
0JY8MTVX,620.4642201210218
0JZGJF2D,1682.4077518413915
0K2ABY91,589.3337039051288
0K2QREUZ,829.0761947481524
0K4MZ4QN,1320.0119026499196
0K4RAYK7,1737.5627687774956
0K6SGE6G,893.3535301547729
0K8P60CM,1851.3393886493955
0K90YW84,2323.309658211908
0K9FWGLI,552.8411069945575
0KDJ6K10,1179.150190264856
0KGC679Q,993.2307428163788
0KGQCL5R,1842.3795145691774
0KI9HYG3,1430.2556348207277
0KJCEX6I,804.1814101321917
0KKDP0S8,2511.3620060841495
0KKJZ9EJ,1227.1476604732525
0KKVTTVE,751.014644462934
0KLK0W38,1174.2220206034133
0KLRUX4Q,446.8682657777442
0KMT21YT,1023.5291963622287
0KONO2P9,2140.397467584437
0KQDFCE5,617.5744422355972
0KRN4ICF,494.1891112114258
0KRPNGJ2,771.5968095923066
0KRWOMT1,1031.5775990581744
0KS8LWPF,1465.4929388501505
0KTHUG0G,380.56012275592025
0KU5XDFJ,1489.6871942808416
0KUMMHLI,1613.7265501166075
0KUR4RQB,533.4164845875363
0KUVT3SB,606.9789851513669
0KWKI6UJ,821.4496476680278
0KXIGL0U,694.3962967560868
0KZDTQU7,1823.327636426687
0L0IZGEA,2116.664682235382
0L1WJ4BQ,630.3228506626143
0L208L73,1824.8015688822757
0L2ZLCB5,527.7715560536283
0L5YHAEE,773.617689594031
0L64XSR5,1480.7431769920072
0L808MT7,818.8817255944089
0L92ADVW,1149.707687886525
0LAG7IF5,813.1839458438318
0LBEWH0Q,796.1788910858346
0LCO8R6F,1833.4255315268338
0LDKXA7U,327.57831597452173
0LDMC39Z,1187.3822879802588
0LG5RNGJ,656.5911381890749
0LJJ6ZOA,1747.6170679436416
0LOXO57T,1378.6041294914228
0LPHF5OO,389.5315914812953
0LSTM065,892.4372209567956
0LU3S5A6,1253.0772191170306
0LVGJ7LG,1277.8143882919524
0LXYT7M5,842.7169853322663
0LZ1G793,1219.8179051915786
0LZY1AOV,992.2994753188199
0M0RCT4F,1294.6223169811324
0M11OXUX,1834.3082394374833
0M21TB5L,1346.3468927687836
0M2I19CG,730.6955082718206
0M3KH0K2,1334.226945101492
0M4MEXQY,412.9895442440004
0M5LM9DF,1743.0788075603023
0M6AK6K5,2089.6182293715674
0M6RLZJF,821.3369795005423
0MAQFD7O,1639.97221134187
0MAY8KTF,1333.5314630004912
0MCG8OFD,1910.2726160136522
0MCOGPIW,596.2455826346658
0MDNCOFC,495.7422470399488
0MEMYPK6,654.1270320456996
0MFGMWW9,1495.6092079130115
0MLJP87V,1414.8842018533705
0MOAF70I,1257.5636871271986
0MSUBBY0,867.1051792351973
0MSZTHLX,2083.4718151383786
0MUA3H1C,381.2572529465324
0MUAXF2M,853.3511510775311
0MVUM3PV,351.66414548820626
0MX7XDGN,1495.3179229824625
0MY2XGNV,1093.2895462489391
0N06B6ND,667.7429269269139
0N0O8ZV3,842.3411162727633
0N3GPV5V,1754.892022946253
0N4L67XT,815.864098032933
0N7R6SAE,594.7657006021466
0N8D4KGF,888.6586012714314
0N93FQLM,1589.9047541693349
0N98W33B,1888.3890197761837
0NBJAU64,957.0651060769353
0NBSKQSQ,1141.050283125403
0NBT7ZL4,912.3702115095659
0NCSDZG9,1065.6813192643917
0NE8EBIJ,1350.8711292934752
0NEQIO3I,571.641378310797
0NH1YEA7,2494.354437601989
0NI97JOT,764.4806306255757
0NJVAOBK,1011.8205575042708
0NKL6OCH,342.28344962718734
0NKP7POR,1519.1619468714462
0NKXJ6EX,1424.339219317891
0NLCUQ3W,1402.2411606720893
0NLUTG93,426.90859689345325
0NNGPBTO,1453.4146537555189
0NP1003J,964.8106239315078
0NRNFM4G,528.3951621315109
0NSDUFH3,614.5658426737276
0NT8OZBY,1592.273477247489
0NU6EIXV,694.5649890728132
0NWQ9PEL,570.0521198490135
0NX70HQO,679.1696014309044
0NXBHIAP,1166.6458399183591
0NXS6CZD,718.1344666045624
0NXSLFKB,653.5782519100518
0NZSLWO7,845.404641333182
0O12G7SG,938.867858329337
0O14JQL3,917.5105749889767
0O1O8CAQ,754.3956713681036
0O1RZ721,1768.3394255076873
0O2K0NR2,1278.5629400061737
0O3FXM0T,939.6554998260531
0O3T1JPZ,1209.6799666994912
0O641TAR,964.9113972014949
0O6AJ60E,346.7297228680118
0O6SE9AG,439.7751000274434
0O9LOPNE,426.7505890725853
0OB3XIXL,789.3558333591108
0OC0BOBO,1116.3980270123898
0OG1ORRK,1693.7263439339267
0OIKLN7X,1453.5251555274444
0OJDCR8R,452.52884190528243
0OKQ03FF,2370.3293409791577
0OMU5QWN,766.9960938099539
0ONKKXV3,622.3455019826579
0OZ27UOS,1715.4540651542668
0OZ2S3PQ,2379.9805432340518
0OZ34KBF,1212.1353705189463
0OZIG2KC,513.6722945102057
0P0JFC7O,1463.4337335936716
0P0OLL05,1083.0722913366853
0P1VGGO0,639.917390227111
0P2QET30,875.8184421998358
0P3SCHUI,1212.30685716491
0P4XLX7Y,1003.0656533585679
0P5ITG3J,990.5008960903923
0P6Z9K6O,1245.6431865990835
0P7W1HLO,1259.3615794765049
0P9ZKYFE,571.5663245440221
0PBGQS1V,1106.5563075820482
0PBS6JPC,754.4600572313864
0PC3FKKY,1685.135538310149
0PCNEYTJ,1316.5338004028952
0PENE8KG,986.0244452129288
0PFDXSER,735.5806125698216
0PGHJ4F0,867.7212857294327
0PHG500X,681.2165764835098
0PI5867H,902.7238247599944
0PIJ5C2G,961.1957193915296
0PJXC3PP,1917.4213016106414
0PS2WNLZ,1259.3838743422086
0PSEKQO8,1187.2204899888402
0PTVUVZS,1537.3882342363236
0PWK2FYK,2417.8507341505983
0PYNSMMX,1550.8152165655938
0Q199J62,2006.4261708531237
0Q4FZ7V4,1072.7595819446647
0Q4XUDC2,754.7814730601098
0Q6LLSSG,1419.5093440071191
0Q70RMOQ,555.5426094591453
0Q7PU4VS,1918.9251134013973
0Q8KURPT,448.62431246744825
0Q96MJGX,1371.1245621121088
0QA4LWNM,1173.7796331502827
0QC9PPD7,1767.983522361002
0QCKIQDS,1456.0353696978304
0QCZDN6F,2452.3475825478044
0QDPDAHR,1941.965665019443
0QDTI33I,476.31095953488864
0QH1Y4YC,729.8229168881977
0QJ8PZ31,1317.7760183473667
0QJ94WPK,779.8721158483888
0QKD2ZW5,427.08273418428814
0QLR672E,1968.5573348483879
0QN466PB,881.4123140539634
0QO40BNN,1086.424870962928
0QOKSZ66,1396.6707453962315
0QU1U92E,988.3993201145668
0QV22TGI,572.0289877776529
0R0K9MYK,596.8521753429316
0R0Z5YPV,957.4626499632657
0R1S26EI,817.0908678446806
0R301I9W,886.5803878109501
0R3FOOCT,1117.0294044959355
0R3OF7FU,1157.8071394080341
0R5G62LL,533.75597892704
0R7U9O38,865.2562475086577
0R93UC2Y,1344.6312398726343
0RA6YHBJ,1081.8347812313941
0RATHRN5,1774.892909960176
0RC207L4,825.2008614534471
0RDD6KVR,1492.9519302577378
0RE2U2O0,781.2909262841345
0RF8PFHX,1854.8026559339783
0RFWXLDF,609.2949353879574
0RI0UE1W,1080.5619555101352
0RICOXPT,1165.5477030992663
0RIT0MYS,459.6963907489626
0RJ80UH7,388.7886852373872
0RJQYMAR,369.2018857487137
0RKBPXXR,1514.7398451620586
0RLCLBZ0,1320.14383443123
0RLI2SB5,665.6642210462697
0RNDZ5P3,804.9148198172902
0RT2PDI3,855.9490651861125
0RTVF17N,1442.136294174294
0RV8P2OR,851.1782491465162
0RVVLT0X,1313.385365751153
0RWUAF3L,954.0323076867767
0RWZ0V92,892.393659826122
0RX4ZGQI,1876.5115831309108
0RXV7K7T,1201.801630130462
0RZ0H57B,756.2307143183582
0RZBCECE,315.64600954698835
0S1PZRX9,1901.3721886021408
0S9HJFMS,1274.7783785244112
0SB72Q12,265.6587351762555
0SGXZPCP,619.4613010097952
0SI1A02F,438.81514486437584
0SICRNEN,804.1150105338078
0SIN5NTT,748.4676951254742
0SLU6UM1,2595.4571621638297
0SRVV80H,868.8382600127452
0SSQEJ82,924.7402906369551
0SSR5RVM,789.4533288029395
0ST6IW0B,1247.3603025923794
0SUJJVX0,1256.1227680887184
0SWL1JRO,899.7696627166691
0SYF11XQ,1025.8650081179694
0SZ06R1G,809.8313188424987
0T0DHQOK,1071.3338229382657
0T0LP2XD,574.3604528891906
0T15NADQ,559.1147571859735
0T1LU2M3,702.7607968371159
0T3C5OUV,830.9604180406446
0T5EEWYJ,983.3730781673092
0T5KUEVE,633.0876057554184
0T6JJN92,1227.186931937786
0TA2ECAK,2044.7648977493975
0TAFXPA6,2143.3898670702965
0TBLOGIH,881.9984057920756
0TI24DBX,1564.3802344489386
0TI6TA4M,1146.2873526305364
0TKBTM97,798.1977517983556
0TKZNS9A,1917.5411312420263
0TN766FG,681.8035655653864
0TNSRE1C,947.6099095925932
0TOHH4UX,1393.479305861972
0TOQIPMK,2780.3111906614076
0TQO3QFK,1196.860412452318
0TQZYGAC,1282.856700335095
0TRLIIM3,766.3233814555837
0TSHAMTM,1648.0123845531002
0TV28877,1214.236082860759
0TW190QJ,916.0171317570527
0U0ZA28E,608.7943147288438
0U2RVWK4,3282.0328216920634
0U6JHKPP,1839.0844706165099
0UCZ75GV,1462.532420572079
0UDIO2I0,790.653625563614
0UFZ1IA0,1351.1516995937643
0UH33IU1,1632.5090769291553
0UMA5PJB,2763.640727341076
0UNSCKT8,1014.0056879132405
0UO2KN4O,836.2849296002324
0UOKEDFR,1808.3972184755512
0UOPHS0E,2060.0471078701385
0UPV6A5K,1302.3728701373793
0USYFU0C,431.31252062851524
0UT5L4B2,1194.6105912453572
0UUI99JQ,1685.2409887962444
0UWYW945,803.9473820790452
0V0YDHB1,878.8415683921385
0V1137PK,1260.434300690409
0V24LIXY,1312.1873048865907
0V33WJ9G,1767.4885554378461
0VAVVB19,899.4277013706715
0VDNUZT9,1070.0626095098505
0VGCR72M,908.2620920918672
0VHUMEST,2633.9285577458995
0VHZVNSK,1626.3980091912163
0VIAIEJF,1673.4008782608066
0VL08ENX,2677.6281494196137
0VMG4VYW,1322.7411466601066
0VN1J1AS,1567.7057832639616
0VO0SV7P,372.89102397415786
0VOQO83O,834.5843494229143
0VQ8ENHB,843.2836105718576
